assembly_accession,assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,"relation_to_type_material
",filepath
GCF_000018325.1,GCF_000018325.1,PRJNA224116,SAMN00623039,,representative genome,350688,461876,Alkaliphilus oremlandii OhILAs,strain=OhILAs,,latest,Complete Genome,Major,Full,2007/10/11,ASM1832v1,US DOE Joint Genome Institute,GCA_000018325.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/325/GCF_000018325.1_ASM1832v1,,"assembly from type material
",GCF_000018325.1_ASM1832v1_genomic.gbff
GCF_000018405.1,GCF_000018405.1,PRJNA224116,SAMN00623035,,representative genome,96561,181663,Desulfococcus oleovorans Hxd3,strain=Hxd3,,latest,Complete Genome,Major,Full,2007/10/19,ASM1840v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000018405.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/405/GCF_000018405.1_ASM1840v1,,"
",GCF_000018405.1_ASM1840v1_genomic.gbff
GCF_000018425.1,GCF_000018425.1,PRJNA224116,SAMN02598442,,na,477974,471827,Candidatus Desulforudis audaxviator MP104C,strain=MP104C,,latest,Complete Genome,Major,Full,2008/03/06,ASM1842v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000018425.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/425/GCF_000018425.1_ASM1842v1,,"
",GCF_000018425.1_ASM1842v1_genomic.gbff
GCF_000018605.1,GCF_000018605.1,PRJNA224116,SAMN00623056,,representative genome,403833,69499,Petrotoga mobilis SJ95,strain=SJ95,,latest,Complete Genome,Major,Full,2007/11/16,ASM1860v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000018605.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/605/GCF_000018605.1_ASM1860v1,,"assembly from type material
",GCF_000018605.1_ASM1860v1_genomic.gbff
GCF_000019045.1,GCF_000019045.1,PRJNA224116,SAMN02604185,,na,491915,33934,Anoxybacillus flavithermus WK1,strain=WK1,,latest,Complete Genome,Major,Full,2008/11/13,ASM1904v1,University of Hawaii at Manoa,GCA_000019045.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/045/GCF_000019045.1_ASM1904v1,,"
",GCF_000019045.1_ASM1904v1_genomic.gbff
GCF_000019165.1,GCF_000019165.1,PRJNA224116,SAMN02602985,,representative genome,498761,35701,Heliobacterium modesticaldum Ice1,strain=Ice1; ATCC 51547,,latest,Complete Genome,Major,Full,2008/04/01,ASM1916v1,Arizona State University,GCA_000019165.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/165/GCF_000019165.1_ASM1916v1,,"assembly from type material
",GCF_000019165.1_ASM1916v1_genomic.gbff
GCF_000019365.1,GCF_000019365.1,PRJNA224116,SAMN00623053,,na,426117,426117,Methylobacterium sp. 4-46,strain=Apr-46,,latest,Complete Genome,Major,Full,2008/02/20,ASM1936v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000019365.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/365/GCF_000019365.1_ASM1936v1,,"
",GCF_000019365.1_ASM1936v1_genomic.gbff
GCF_000019745.1,GCF_000019745.1,PRJNA224116,SAMN02598428,,na,452638,576610,Polynucleobacter necessarius STIR1,strain=STIR1,,latest,Complete Genome,Major,Full,2008/03/28,ASM1974v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000019745.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/745/GCF_000019745.1_ASM1974v1,,"
",GCF_000019745.1_ASM1974v1_genomic.gbff
GCF_000019785.1,GCF_000019785.1,PRJNA224116,SAMN02598429,,representative genome,395495,34029,Leptothrix cholodnii SP-6,strain=SP-6,,latest,Complete Genome,Major,Full,2008/03/25,ASM1978v1,US DOE Joint Genome Institute,GCA_000019785.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/785/GCF_000019785.1_ASM1978v1,,"
",GCF_000019785.1_ASM1978v1_genomic.gbff
GCF_000019845.1,GCF_000019845.1,PRJNA224116,SAMN02598441,,representative genome,395963,533,Beijerinckia indica subsp. indica ATCC 9039,strain=ATCC 9039,,latest,Complete Genome,Major,Full,2008/04/11,ASM1984v1,US DOE Joint Genome Institute,GCA_000019845.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/845/GCF_000019845.1_ASM1984v1,,"assembly from type material
",GCF_000019845.1_ASM1984v1_genomic.gbff
GCF_000019905.1,GCF_000019905.1,PRJNA224116,SAMN00120225,,representative genome,262543,332410,Exiguobacterium sibiricum 255-15,strain=255-15,,latest,Complete Genome,Major,Full,2008/04/03,ASM1990v1,US DOE Joint Genome Institute,GCA_000019905.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/905/GCF_000019905.1_ASM1990v1,,"assembly from type material
",GCF_000019905.1_ASM1990v1_genomic.gbff
GCF_000019965.1,GCF_000019965.1,PRJNA224116,SAMN00000285,,representative genome,452637,107709,Opitutus terrae PB90-1,strain=PB90-1,,latest,Complete Genome,Major,Full,2008/04/08,ASM1996v1,US DOE Joint Genome Institute,GCA_000019965.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/965/GCF_000019965.1_ASM1996v1,,"assembly from type material
",GCF_000019965.1_ASM1996v1_genomic.gbff
GCF_000020125.1,GCF_000020125.1,PRJNA224116,SAMN02598395,,representative genome,398527,261302,Paraburkholderia phytofirmans PsJN,strain=PsJN,,latest,Complete Genome,Major,Full,2008/05/07,ASM2012v1,US DOE Joint Genome Institute,GCA_000020125.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/125/GCF_000020125.1_ASM2012v1,,"assembly from type material
",GCF_000020125.1_ASM2012v1_genomic.gbff
GCF_000020145.1,GCF_000020145.1,PRJNA224116,SAMN00000042,,representative genome,445932,423605,Elusimicrobium minutum Pei191,strain=Pei191,,latest,Complete Genome,Major,Full,2008/04/30,ASM2014v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000020145.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/145/GCF_000020145.1_ASM2014v1,,"assembly from type material
",GCF_000020145.1_ASM2014v1_genomic.gbff
GCF_000020365.1,GCF_000020365.1,PRJNA224116,SAMN02603282,,representative genome,177437,2296,Desulfobacterium autotrophicum HRM2,strain=HRM2,,latest,Complete Genome,Major,Full,2009/02/18,ASM2036v1,Goettingen Genomics Laboratory,GCA_000020365.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/365/GCF_000020365.1_ASM2036v1,,"assembly from type material
",GCF_000020365.1_ASM2036v1_genomic.gbff
GCF_000020385.1,GCF_000020385.1,PRJNA224116,SAMN00623044,,representative genome,398767,313985,Geobacter lovleyi SZ,strain=SZ,,latest,Complete Genome,Major,Full,2008/06/05,ASM2038v1,US DOE Joint Genome Institute,GCA_000020385.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/385/GCF_000020385.1_ASM2038v1,,"assembly from type material
",GCF_000020385.1_ASM2038v1_genomic.gbff
GCF_000020485.1,GCF_000020485.1,PRJNA224116,SAMN00623047,,representative genome,373903,31909,Halothermothrix orenii H 168,strain=H 168,,latest,Complete Genome,Major,Full,2009/01/13,ASM2048v1,US DOE Joint Genome Institute,GCA_000020485.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/485/GCF_000020485.1_ASM2048v1,,"assembly from type material
",GCF_000020485.1_ASM2048v1_genomic.gbff
GCF_000020525.1,GCF_000020525.1,PRJNA224116,SAMN02598461,,representative genome,517418,100716,Chloroherpeton thalassium ATCC 35110,strain=ATCC 35110,,latest,Complete Genome,Major,Full,2008/06/27,ASM2052v1,US DOE Joint Genome Institute,GCA_000020525.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/525/GCF_000020525.1_ASM2052v1,,"assembly from type material
",GCF_000020525.1_ASM2052v1_genomic.gbff
GCF_000020545.1,GCF_000020545.1,PRJNA224116,SAMN02598272,,representative genome,331678,1096,Chlorobium phaeobacteroides BS1,strain=BS1,,latest,Complete Genome,Major,Full,2008/06/09,ASM2054v1,US DOE Joint Genome Institute,GCA_000020545.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/545/GCF_000020545.1_ASM2054v1,,"
",GCF_000020545.1_ASM2054v1_genomic.gbff
GCF_000020565.1,GCF_000020565.1,PRJNA224116,SAMN00000287,,na,452471,281120,Candidatus Amoebophilus asiaticus 5a2,strain=5a2,,latest,Complete Genome,Major,Full,2008/06/09,ASM2056v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000020565.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/565/GCF_000020565.1_ASM2056v1,,"
",GCF_000020565.1_ASM2056v1_genomic.gbff
GCF_000020725.1,GCF_000020725.1,PRJNA224116,SAMN02598400,,representative genome,404380,225194,Geobacter bemidjiensis Bem,strain=Bem,,latest,Complete Genome,Major,Full,2008/08/19,ASM2072v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000020725.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/725/GCF_000020725.1_ASM2072v1,,"assembly from type material
",GCF_000020725.1_ASM2072v1_genomic.gbff
GCF_000020785.1,GCF_000020785.1,PRJNA224116,SAMN02598419,,na,380749,380749,Hydrogenobaculum sp. Y04AAS1,strain=Y04AAS1,,latest,Complete Genome,Major,Full,2008/08/06,ASM2078v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000020785.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/785/GCF_000020785.1_ASM2078v1,,"
",GCF_000020785.1_ASM2078v1_genomic.gbff
GCF_000020985.1,GCF_000020985.1,PRJNA224116,SAMN02603929,,representative genome,289376,28262,Thermodesulfovibrio yellowstonii DSM 11347,strain=DSM 11347,,latest,Complete Genome,Major,Full,2008/09/26,ASM2098v1,The J. Craig Venter Institute,GCA_000020985.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/985/GCF_000020985.1_ASM2098v1,,"assembly from type material
",GCF_000020985.1_ASM2098v1_genomic.gbff
GCF_000021385.1,GCF_000021385.1,PRJNA224116,SAMN00000799,,na,883,881,Desulfovibrio vulgaris str. 'Miyazaki F',strain=Miyazaki F,,latest,Complete Genome,Major,Full,2008/12/24,ASM2138v1,US DOE Joint Genome Institute,GCA_000021385.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/385/GCF_000021385.1_ASM2138v1,,"
",GCF_000021385.1_ASM2138v1_genomic.gbff
GCF_000021685.1,GCF_000021685.1,PRJNA224116,SAMN02603430,,representative genome,309801,500,Thermomicrobium roseum DSM 5159,strain=DSM 5159,,latest,Complete Genome,Major,Full,2009/01/22,ASM2168v1,J Craig Venter Institute,GCA_000021685.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/685/GCF_000021685.1_ASM2168v1,,"assembly from type material
",GCF_000021685.1_ASM2168v1_genomic.gbff
GCF_000021905.1,GCF_000021905.1,PRJNA224116,SAMN00000039,,representative genome,218208,218208,Desulfatibacillum aliphaticivorans,strain=AK-1,,latest,Complete Genome,Major,Full,2008/12/24,ASM2190v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000021905.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/905/GCF_000021905.1_ASM2190v1,,"
",GCF_000021905.1_ASM2190v1_genomic.gbff
GCF_000021945.1,GCF_000021945.1,PRJNA224116,SAMN00623036,,representative genome,326427,152260,Chloroflexus aggregans DSM 9485,strain=DSM 9485,,latest,Complete Genome,Major,Full,2009/01/05,ASM2194v1,US DOE Joint Genome Institute,GCA_000021945.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/945/GCF_000021945.1_ASM2194v1,,"assembly from type material
",GCF_000021945.1_ASM2194v1_genomic.gbff
GCF_000021985.1,GCF_000021985.1,PRJNA224116,SAMN00001443,,representative genome,396588,1033854,Thioalkalivibrio sulfidiphilus HL-EbGr7,strain=HL-EbGR7,,latest,Complete Genome,Major,Full,2009/01/13,ASM2198v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000021985.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/985/GCF_000021985.1_ASM2198v1,,"assembly from type material
",GCF_000021985.1_ASM2198v1_genomic.gbff
GCF_000022065.1,GCF_000022065.1,PRJNA224116,SAMN00623037,,representative genome,394503,1521,Ruminiclostridium cellulolyticum H10,strain=H10,,latest,Complete Genome,Major,Full,2009/01/13,ASM2206v1,US DOE Joint Genome Institute,GCA_000022065.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/065/GCF_000022065.1_ASM2206v1,,"assembly from type material
",GCF_000022065.1_ASM2206v1_genomic.gbff
GCF_000022085.1,GCF_000022085.1,PRJNA224116,SAMN00000043,,representative genome,460265,114616,Methylobacterium nodulans ORS 2060,strain=ORS 2060,,latest,Complete Genome,Major,Full,2009/01/12,ASM2208v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000022085.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/085/GCF_000022085.1_ASM2208v1,,"assembly from type material
",GCF_000022085.1_ASM2208v1_genomic.gbff
GCF_000022505.1,GCF_000022505.1,PRJNA224116,SAMN02603930,,na,572264,1396,Bacillus cereus 03BB102,strain=03BB102,,latest,Complete Genome,Major,Full,2009/03/30,ASM2250v1,The J. Craig Venter Institute,GCA_000022505.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/505/GCF_000022505.1_ASM2250v1,,"
",GCF_000022505.1_ASM2250v1_genomic.gbff
GCF_000022565.1,GCF_000022565.1,PRJNA224116,SAMN02603447,,representative genome,240015,33075,Acidobacterium capsulatum ATCC 51196,strain=ATCC 51196,,latest,Complete Genome,Major,Full,2009/03/30,ASM2256v1,J. Craig Venter Institute,GCA_000022565.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/565/GCF_000022565.1_ASM2256v1,,"assembly from type material
",GCF_000022565.1_ASM2256v1_genomic.gbff
GCF_000023025.1,GCF_000023025.1,PRJNA224116,SAMN02603454,,representative genome,377629,2426,Teredinibacter turnerae T7901,strain=T7901,,latest,Complete Genome,Major,Full,2009/06/15,ASM2302v1,J. Craig Venter Institute,GCA_000023025.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/025/GCF_000023025.1_ASM2302v1,,"
",GCF_000023025.1_ASM2302v1_genomic.gbff
GCF_000023045.1,GCF_000023045.1,PRJNA224116,SAMN02598453,,na,360911,360911,Exiguobacterium sp. AT1b,strain=AT1b,,latest,Complete Genome,Major,Full,2009/05/05,ASM2304v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000023045.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/045/GCF_000023045.1_ASM2304v1,,"
",GCF_000023045.1_ASM2304v1_genomic.gbff
GCF_000023065.1,GCF_000023065.1,PRJNA224116,SAMN02598508,,representative genome,595494,43948,Tolumonas auensis DSM 9187,strain=DSM 9187,,latest,Complete Genome,Major,Full,2009/05/13,ASM2306v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000023065.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/065/GCF_000023065.1_ASM2306v1,,"assembly from type material
",GCF_000023065.1_ASM2306v1_genomic.gbff
GCF_000023125.1,GCF_000023125.1,PRJNA224116,SAMN02598437,,representative genome,471854,94254,Dyadobacter fermentans DSM 18053,strain=DSM 18053,,latest,Complete Genome,Major,Full,2009/07/31,ASM2312v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000023125.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/125/GCF_000023125.1_ASM2312v1,,"assembly from type material
",GCF_000023125.1_ASM2312v1_genomic.gbff
GCF_000023145.1,GCF_000023145.1,PRJNA224116,SAMN02603033,,representative genome,645127,161879,Corynebacterium kroppenstedtii DSM 44385,strain=DSM 44385,,latest,Complete Genome,Major,Full,2009/05/19,ASM2314v1,"Bielefeld University, Center for Biotechnology",GCA_000023145.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/145/GCF_000023145.1_ASM2314v1,,"assembly from type material
",GCF_000023145.1_ASM2314v1_genomic.gbff
GCF_000023225.1,GCF_000023225.1,PRJNA224116,SAMN00002602,,representative genome,525897,899,Desulfomicrobium baculatum DSM 4028,strain=DSM 4028,,latest,Complete Genome,Major,Full,2009/08/26,ASM2322v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000023225.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/225/GCF_000023225.1_ASM2322v1,,"assembly from type material
",GCF_000023225.1_ASM2322v1_genomic.gbff
GCF_000023265.1,GCF_000023265.1,PRJNA224116,SAMN02598466,,representative genome,525909,53635,Acidimicrobium ferrooxidans DSM 10331,strain=DSM 10331,,latest,Complete Genome,Major,Full,2009/08/18,ASM2326v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000023265.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/265/GCF_000023265.1_ASM2326v1,,"assembly from type material
",GCF_000023265.1_ASM2326v1_genomic.gbff
GCF_000023325.1,GCF_000023325.1,PRJNA224116,SAMN00001868,,representative genome,521045,651457,Kosmotoga olearia TBF 19.5.1,strain=TBF 19.5.1,,latest,Complete Genome,Major,Full,2009/06/08,ASM2332v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000023325.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/325/GCF_000023325.1_ASM2332v1,,"assembly from type material
",GCF_000023325.1_ASM2332v1_genomic.gbff
GCF_000023405.1,GCF_000023405.1,PRJNA224116,SAMN00002685,,representative genome,446465,43669,Brachybacterium faecium DSM 4810,strain=DSM 4810,,latest,Complete Genome,Major,Full,2009/08/25,ASM2340v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000023405.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/405/GCF_000023405.1_ASM2340v1,,"assembly from type material
",GCF_000023405.1_ASM2340v1_genomic.gbff
GCF_000023585.1,GCF_000023585.1,PRJNA224116,SAMN00000047,,na,324057,324057,Paenibacillus sp. JDR-2,strain=JDR-2,,latest,Complete Genome,Major,Full,2009/07/02,ASM2358v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000023585.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/585/GCF_000023585.1_ASM2358v1,,"
",GCF_000023585.1_ASM2358v1_genomic.gbff
GCF_000023705.1,GCF_000023705.1,PRJNA224116,SAMN00017443,,representative genome,583345,359408,Methylotenera mobilis JLW8,strain=JLW8,,latest,Complete Genome,Major,Full,2009/07/15,ASM2370v1,US DOE Joint Genome Institute,GCA_000023705.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/705/GCF_000023705.1_ASM2370v1,,"assembly from type material
",GCF_000023705.1_ASM2370v1_genomic.gbff
GCF_000023785.1,GCF_000023785.1,PRJNA224116,SAMN02598497,,representative genome,582402,2724,Hirschia baltica ATCC 49814,strain=ATCC 49814,,latest,Complete Genome,Major,Full,2009/07/17,ASM2378v1,US DOE Joint Genome Institute,GCA_000023785.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/785/GCF_000023785.1_ASM2378v1,,"assembly from type material
",GCF_000023785.1_ASM2378v1_genomic.gbff
GCF_000023825.1,GCF_000023825.1,PRJNA224116,SAMN02598456,,na,485917,984,Pedobacter heparinus DSM 2366,strain=DSM 2366,,latest,Complete Genome,Major,Full,2009/08/05,ASM2382v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000023825.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/825/GCF_000023825.1_ASM2382v1,,"assembly from type material
",GCF_000023825.1_ASM2382v1_genomic.gbff
GCF_000023865.1,GCF_000023865.1,PRJNA224116,SAMN02598440,,representative genome,471857,1852,Saccharomonospora viridis DSM 43017,strain=DSM 43017,,latest,Complete Genome,Major,Full,2009/08/26,ASM2386v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000023865.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/865/GCF_000023865.1_ASM2386v1,,"assembly from type material
",GCF_000023865.1_ASM2386v1_genomic.gbff
GCF_000024005.1,GCF_000024005.1,PRJNA224116,SAMN00001914,,na,485918,79329,Chitinophaga pinensis DSM 2588,strain=DSM 2588,,latest,Complete Genome,Major,Full,2009/08/19,ASM2400v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000024005.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/005/GCF_000024005.1_ASM2400v1,,"assembly from type material
",GCF_000024005.1_ASM2400v1_genomic.gbff
GCF_000024025.1,GCF_000024025.1,PRJNA224116,SAMN02598445,,representative genome,479433,304895,Catenulispora acidiphila DSM 44928,strain=DSM 44928,,latest,Complete Genome,Major,Full,2009/08/21,ASM2402v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000024025.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/025/GCF_000024025.1_ASM2402v1,,"assembly from type material
",GCF_000024025.1_ASM2402v1_genomic.gbff
GCF_000024105.1,GCF_000024105.1,PRJNA224116,SAMN00001908,,na,525919,33034,Anaerococcus prevotii DSM 20548,strain=DSM 20548,,latest,Complete Genome,Major,Full,2009/08/28,ASM2410v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000024105.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/105/GCF_000024105.1_ASM2410v1,,"assembly from type material
",GCF_000024105.1_ASM2410v1_genomic.gbff
GCF_000024125.1,GCF_000024125.1,PRJNA224116,SAMN02603916,,representative genome,313596,252307,Robiginitalea biformata HTCC2501,strain=HTCC2501,,latest,Complete Genome,Major,Full,2009/09/11,ASM2412v1,The Gordon and Betty Moore Foundation Marine Microbiology Initiative,GCA_000024125.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/125/GCF_000024125.1_ASM2412v1,,"assembly from type material
",GCF_000024125.1_ASM2412v1_genomic.gbff
GCF_000024205.1,GCF_000024205.1,PRJNA224116,SAMN02598455,,representative genome,485916,58138,Desulfofarcimen acetoxidans DSM 771,strain=DSM 771,,latest,Complete Genome,Major,Full,2009/09/10,ASM2420v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000024205.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/205/GCF_000024205.1_ASM2420v1,,"assembly from type material
",GCF_000024205.1_ASM2420v1_genomic.gbff
GCF_000024225.1,GCF_000024225.1,PRJNA224116,SAMN00001907,,representative genome,521095,1382,Atopobium parvulum DSM 20469,strain=DSM 20469,,latest,Complete Genome,Major,Full,2009/09/09,ASM2422v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000024225.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/225/GCF_000024225.1_ASM2422v1,,"assembly from type material
",GCF_000024225.1_ASM2422v1_genomic.gbff
GCF_000024325.1,GCF_000024325.1,PRJNA224116,SAMN02598459,,representative genome,485915,45663,Desulfohalobium retbaense DSM 5692,strain=DSM 5692,,latest,Complete Genome,Major,Full,2009/09/11,ASM2432v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000024325.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/325/GCF_000024325.1_ASM2432v1,,"assembly from type material
",GCF_000024325.1_ASM2432v1_genomic.gbff
GCF_000024345.1,GCF_000024345.1,PRJNA224116,SAMN02598447,,representative genome,479435,182640,Kribbella flavida DSM 17836,strain=DSM 17836,,latest,Complete Genome,Major,Full,2010/01/13,ASM2434v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000024345.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/345/GCF_000024345.1_ASM2434v1,,"assembly from type material
",GCF_000024345.1_ASM2434v1_genomic.gbff
